"Pour une fonction $u$ dérivable, quelle est la primitive de $\frac{u'}{u^2}$ ?",$-\frac{1}{u}$.
Quelle est la primitive de $x^n$ sur $\mathbb{R}$ ?,$\frac{x^{n+1}}{n+1} + C$.
"Dans le calcul d'une aire, l'intégrale doit porter sur une fonction qui est obligatoirement _____ et _____ sur l'intervalle.",continue ; positive
La relation de Chasles permet de _____ une intégrale en une somme de deux intégrales.,décomposer
Quel est le but principal de la méthode d'intégration par parties ?,Calculer l'intégrale d'un produit de deux fonctions n'ayant pas de forme composée immédiate.
"Dans l'équation $y' = ay + b$, si $y(0) = y_0$ est donné, cela permet de déterminer la valeur de la constante _____.",$C$
L'équation $r^2 + ar + b = 0$ est dite 'équation _____' de $y'' + ay' + by = 0$.,caractéristique
"Si l'équation caractéristique a pour racines $2$ et $3$, la solution générale est $y(x) = \dots$",$\alpha e^{2x} + \beta e^{3x}$.
"Si l'unique racine de l'équation caractéristique est $-1$, la solution générale est $y(x) = \dots$",$(\alpha x + \beta) e^{-x}$.
Quel paramètre de la solution $e^{px}(\alpha \cos(qx) + \beta \sin(qx))$ correspond à la partie imaginaire des racines de l'équation caractéristique ?,$q$
Quel paramètre de la solution $e^{px}(\alpha \cos(qx) + \beta \sin(qx))$ correspond à la partie réelle des racines de l'équation caractéristique ?,$p$
Primitive de $f(x) = e^x$.,$F(x) = e^x + C$.
Primitive de $f(x) = k$ (constante).,$F(x) = kx + C$.
Primitive de $f(x) = x^2$.,$F(x) = \frac{x^3}{3} + C$.
